Komentar,Case Folding,Remove Number & Remove Punctuation,Tokenizing,Remove Stop Word,Stemming,Perbaikan Kata
Jiahhh..mana target ny 1jt/hr..2 jt/hr..udh lah..benerin dl distribusi vaksin ny..baru ngiklan...gimana mao herd immunity..kl d tempat vaksin ..cuman buat 100 org..200 org per puskesmas...membludak yg mo vaksin!!!...coba d hitung vaksin yg sdh datang dan yg sdh d vaksin..jauh!!..target hrs d capai..jgn hanya siap2 aj..udh 2 hr d bawah 1 jt...naik 1jt lebih..bsk ny 2 -3 hr drop lg..hadehhh.jgn d balik2 iklan ny....cc pak @jokowi @satgasperubahanperilaku @dpr_ri @ylki_id @ombudsmanri137,jiahmana target ny jthr jthrudh lahbenerin dl distribusi vaksin nybaru ngiklangimana mao herd immunitykl d tempat vaksin cuman buat org org per puskesmasmembludak yg mo vaksincoba d hitung vaksin yg sdh datang dan yg sdh d vaksinjauhtarget hrs d capaijgn hanya siap ajudh hr d bawah jtnaik jt lebihbsk ny hr drop lghadehjgn d balik iklan nycc pak ,jiahmana target ny jthr jthrudh lahbenerin dl distribusi vaksin nybaru ngiklangimana mao herd immunitykl d tempat vaksin cuman buat org org per puskesmasmembludak yg mo vaksincoba d hitung vaksin yg sdh datang dan yg sdh d vaksinjauhtarget hrs d capaijgn hanya siap ajudh hr d bawah jtnaik jt lebihbsk ny hr drop lghadehjgn d balik iklan nycc pak ,"['jiahmana', 'target', 'ny', 'jthr', 'jthrudh', 'lahbenerin', 'dl', 'distribusi', 'vaksin', 'nybaru', 'ngiklangimana', 'mao', 'herd', 'immunitykl', 'd', 'tempat', 'vaksin', 'cuman', 'buat', 'org', 'org', 'per', 'puskesmasmembludak', 'yg', 'mo', 'vaksincoba', 'd', 'hitung', 'vaksin', 'yg', 'sdh', 'datang', 'dan', 'yg', 'sdh', 'd', 'vaksinjauhtarget', 'hrs', 'd', 'capaijgn', 'hanya', 'siap', 'ajudh', 'hr', 'd', 'bawah', 'jtnaik', 'jt', 'lebihbsk', 'ny', 'hr', 'drop', 'lghadehjgn', 'd', 'balik', 'iklan', 'nycc', 'pak']","['jiahmana', 'target', 'ny', 'jthr', 'jthrudh', 'lahbenerin', 'dl', 'distribusi', 'vaksin', 'nybaru', 'ngiklangimana', 'mao', 'herd', 'immunitykl', 'd', 'vaksin', 'cuman', 'org', 'org', 'puskesmasmembludak', 'yg', 'mo', 'vaksincoba', 'd', 'hitung', 'vaksin', 'yg', 'sdh', 'yg', 'sdh', 'd', 'vaksinjauhtarget', 'hrs', 'd', 'capaijgn', 'ajudh', 'hr', 'd', 'jtnaik', 'jt', 'lebihbsk', 'ny', 'hr', 'drop', 'lghadehjgn', 'd', 'iklan', 'nycc']","['jiahmana', 'target', 'ny', 'jthr', 'jthrudh', 'lahbenerin', 'dl', 'distribusi', 'vaksin', 'nybaru', 'ngiklangimana', 'mao', 'herd', 'immunitykl', 'd', 'vaksin', 'cuman', 'org', 'org', 'puskesmasmembludak', 'yg', 'mo', 'vaksincoba', 'd', 'hitung', 'vaksin', 'yg', 'sdh', 'yg', 'sdh', 'd', 'vaksinjauhtarget', 'hrs', 'd', 'capaijgn', 'ajudh', 'hr', 'd', 'jtnaik', 'jt', 'lebihbsk', 'ny', 'hr', 'drop', 'lghadehjgn', 'd', 'iklan', 'nycc']",mana target nya juta hari juta hari udah benar dulu distribusi vaksin nya baru iklan bagaimana mau herd immunity kalau di vaksin cuma orang orang puskesmas bludak yang mau vaksin coba di hitung vaksin yang sudah yang sudah di vaksin jauh target harus di capai jangan aja udah hari di juta naik juta lebih besok nya hari drop lagi hadeh jangan di iklan nya
"Setelah vaksin ttep terapkan 5M karena vaksin tdk menjamin kebal dr virus tp cuman mendeteksi aja,, ada yg sudah vaksin tp ttep aja swab nya positif..salam sehat ??",setelah vaksin ttep terapkan m karena vaksin tdk menjamin kebal dr virus tp cuman mendeteksi aja ada yg sudah vaksin tp ttep aja swab nya positifsalam sehat ,setelah vaksin ttep terapkan m karena vaksin tdk menjamin kebal dr virus tp cuman mendeteksi aja ada yg sudah vaksin tp ttep aja swab nya positifsalam sehat ,"['setelah', 'vaksin', 'ttep', 'terapkan', 'm', 'karena', 'vaksin', 'tdk', 'menjamin', 'kebal', 'dr', 'virus', 'tp', 'cuman', 'mendeteksi', 'aja', 'ada', 'yg', 'sudah', 'vaksin', 'tp', 'ttep', 'aja', 'swab', 'nya', 'positifsalam', 'sehat']","['vaksin', 'ttep', 'terapkan', 'm', 'vaksin', 'tdk', 'menjamin', 'kebal', 'dr', 'virus', 'tp', 'cuman', 'mendeteksi', 'aja', 'yg', 'vaksin', 'tp', 'ttep', 'aja', 'swab', 'nya', 'positifsalam', 'sehat']","['vaksin', 'ttep', 'terap', 'm', 'vaksin', 'tdk', 'jamin', 'kebal', 'dr', 'virus', 'tp', 'cuman', 'deteksi', 'aja', 'yg', 'vaksin', 'tp', 'ttep', 'aja', 'swab', 'nya', 'positifsalam', 'sehat']",vaksin tetap tetap m vaksin tidak jamin kebal dari virus tapi cuma deteksi aja yang vaksin tapi tetap aja swab nya positif salam sehat
Sehat Selalu Kak ?? .. Yuk Di Cetak Sertifikat Vaksimasi Covid-19'nya Bagi Yang Sudah Vaksin,sehat selalu kak yuk di cetak sertifikat vaksimasi covidnya bagi yang sudah vaksin,sehat selalu kak yuk di cetak sertifikat vaksimasi covidnya bagi yang sudah vaksin,"['sehat', 'selalu', 'kak', 'yuk', 'di', 'cetak', 'sertifikat', 'vaksimasi', 'covidnya', 'bagi', 'yang', 'sudah', 'vaksin']","['sehat', 'kak', 'yuk', 'cetak', 'sertifikat', 'vaksimasi', 'covidnya', 'vaksin']","['sehat', 'kak', 'yuk', 'cetak', 'sertifikat', 'vaksimasi', 'covidnya', 'vaksin']",sehat kak yuk cetak sertifikat vaksinasi covid vaksin
"Vaksin ke 2 kosong, lokasi mau ke tempat vaksin ada penyekatan ppkm, mau vaksin ke 2 di puskesmas lain di tolak. Harus gmn? @kemenkes_ri",vaksin ke kosong lokasi mau ke tempat vaksin ada penyekatan ppkm mau vaksin ke di puskesmas lain di tolak harus gmn ,vaksin ke kosong lokasi mau ke tempat vaksin ada penyekatan ppkm mau vaksin ke di puskesmas lain di tolak harus gmn ,"['vaksin', 'ke', 'kosong', 'lokasi', 'mau', 'ke', 'tempat', 'vaksin', 'ada', 'penyekatan', 'ppkm', 'mau', 'vaksin', 'ke', 'di', 'puskesmas', 'lain', 'di', 'tolak', 'harus', 'gmn']","['vaksin', 'kosong', 'lokasi', 'vaksin', 'penyekatan', 'ppkm', 'vaksin', 'puskesmas', 'tolak', 'gmn']","['vaksin', 'kosong', 'lokasi', 'vaksin', 'sekat', 'ppkm', 'vaksin', 'puskesmas', 'tolak', 'gmn']",vaksin kosong lokasi vaksin sekat ppkm vaksin puskesmas tolak bagaimana
"Di kampung blm ada koordinasi sampe tingkat kelurahan atau rt rw. Vaksin pun bayk sekali jenisnya dan ada efek samping yg gak biasa dr vaksin virus lainnya. Orang di vaksin hrs tetep jaga diri, truss sberapa tingkat keberhasilan vaksin terhadap penularan? Yg buat saya ngeri adalah efek sampingnya, bukannya gak mau di vaksin karena pemerintah juga belum menjamin tingkat keamananya saking byk jenisnya. Setiap orang  juga punyak efek yg berbeda terhadap vaksinnya.",di kampung blm ada koordinasi sampe tingkat kelurahan atau rt rw vaksin pun bayk sekali jenisnya dan ada efek samping yg gak biasa dr vaksin virus lainnya orang di vaksin hrs tetep jaga diri truss sberapa tingkat keberhasilan vaksin terhadap penularan yg buat saya ngeri adalah efek sampingnya bukannya gak mau di vaksin karena pemerintah juga belum menjamin tingkat keamananya saking byk jenisnya setiap orang juga punyak efek yg berbeda terhadap vaksinnya,di kampung blm ada koordinasi sampe tingkat kelurahan atau rt rw vaksin pun bayk sekali jenisnya dan ada efek samping yg gak biasa dr vaksin virus lainnya orang di vaksin hrs tetep jaga diri truss sberapa tingkat keberhasilan vaksin terhadap penularan yg buat saya ngeri adalah efek sampingnya bukannya gak mau di vaksin karena pemerintah juga belum menjamin tingkat keamananya saking byk jenisnya setiap orang juga punyak efek yg berbeda terhadap vaksinnya,"['di', 'kampung', 'blm', 'ada', 'koordinasi', 'sampe', 'tingkat', 'kelurahan', 'atau', 'rt', 'rw', 'vaksin', 'pun', 'bayk', 'sekali', 'jenisnya', 'dan', 'ada', 'efek', 'samping', 'yg', 'gak', 'biasa', 'dr', 'vaksin', 'virus', 'lainnya', 'orang', 'di', 'vaksin', 'hrs', 'tetep', 'jaga', 'diri', 'truss', 'sberapa', 'tingkat', 'keberhasilan', 'vaksin', 'terhadap', 'penularan', 'yg', 'buat', 'saya', 'ngeri', 'adalah', 'efek', 'sampingnya', 'bukannya', 'gak', 'mau', 'di', 'vaksin', 'karena', 'pemerintah', 'juga', 'belum', 'menjamin', 'tingkat', 'keamananya', 'saking', 'byk', 'jenisnya', 'setiap', 'orang', 'juga', 'punyak', 'efek', 'yg', 'berbeda', 'terhadap', 'vaksinnya']","['kampung', 'blm', 'koordinasi', 'sampe', 'tingkat', 'kelurahan', 'rt', 'rw', 'vaksin', 'bayk', 'jenisnya', 'efek', 'samping', 'yg', 'gak', 'dr', 'vaksin', 'virus', 'orang', 'vaksin', 'hrs', 'tetep', 'jaga', 'truss', 'sberapa', 'tingkat', 'keberhasilan', 'vaksin', 'penularan', 'yg', 'ngeri', 'efek', 'sampingnya', 'gak', 'vaksin', 'pemerintah', 'menjamin', 'tingkat', 'keamananya', 'saking', 'byk', 'jenisnya', 'orang', 'punyak', 'efek', 'yg', 'berbeda', 'vaksinnya']","['kampung', 'blm', 'koordinasi', 'sampe', 'tingkat', 'lurah', 'rt', 'rw', 'vaksin', 'bayk', 'jenis', 'efek', 'samping', 'yg', 'gak', 'dr', 'vaksin', 'virus', 'orang', 'vaksin', 'hrs', 'tetep', 'jaga', 'truss', 'sberapa', 'tingkat', 'hasil', 'vaksin', 'tular', 'yg', 'ngeri', 'efek', 'samping', 'gak', 'vaksin', 'perintah', 'jamin', 'tingkat', 'keamananya', 'saking', 'byk', 'jenis', 'orang', 'punyak', 'efek', 'yg', 'beda', 'vaksin']",kampung belum koordinasi sampai tingkat kelurahan rt rw vaksin banyak jenis efek samping yang tidak dari vaksin virus orang vaksin harus tetap jaga terus berapa tingkat hasil vaksin tular yang ngeri efek samping tidak vaksin perintah jamin tingkat aman saking banyak jenis orang punya efek yang beda vaksin
"Untuk prt dan perawat balita bukan penduduk setempat kenapa mereka tdk boleh vaksin didomisili tempat bekerja, apa mereka hrs plg kampung unt vaksin jadinya seperti mudik2x dlm 1 bln ??????",untuk prt dan perawat balita bukan penduduk setempat kenapa mereka tdk boleh vaksin didomisili tempat bekerja apa mereka hrs plg kampung unt vaksin jadinya seperti mudikx dlm bln ,untuk prt dan perawat balita bukan penduduk setempat kenapa mereka tdk boleh vaksin didomisili tempat bekerja apa mereka hrs plg kampung unt vaksin jadinya seperti mudikx dlm bln ,"['untuk', 'prt', 'dan', 'perawat', 'balita', 'bukan', 'penduduk', 'setempat', 'kenapa', 'mereka', 'tdk', 'boleh', 'vaksin', 'didomisili', 'tempat', 'bekerja', 'apa', 'mereka', 'hrs', 'plg', 'kampung', 'unt', 'vaksin', 'jadinya', 'seperti', 'mudikx', 'dlm', 'bln']","['prt', 'perawat', 'balita', 'penduduk', 'tdk', 'vaksin', 'didomisili', 'hrs', 'plg', 'kampung', 'unt', 'vaksin', 'mudikx', 'dlm', 'bln']","['prt', 'awat', 'balita', 'duduk', 'tdk', 'vaksin', 'domisili', 'hrs', 'plg', 'kampung', 'unt', 'vaksin', 'mudikx', 'dlm', 'bln']",prt awat balita duduk tidak vaksin domisili harus pulang kampung untuk vaksin mudik dalam bulan
"Pak, nama ibu saya di sertifikat vaksin salah. Bisa diganti ga sih? Ntar kalo diperjalanan ribet lagi dikira sertifikat palsu????",pak nama ibu saya di sertifikat vaksin salah bisa diganti ga sih ntar kalo diperjalanan ribet lagi dikira sertifikat palsu,pak nama ibu saya di sertifikat vaksin salah bisa diganti ga sih ntar kalo diperjalanan ribet lagi dikira sertifikat palsu,"['pak', 'nama', 'ibu', 'saya', 'di', 'sertifikat', 'vaksin', 'salah', 'bisa', 'diganti', 'ga', 'sih', 'ntar', 'kalo', 'diperjalanan', 'ribet', 'lagi', 'dikira', 'sertifikat', 'palsu']","['nama', 'sertifikat', 'vaksin', 'salah', 'diganti', 'ga', 'sih', 'ntar', 'kalo', 'diperjalanan', 'ribet', 'sertifikat', 'palsu']","['nama', 'sertifikat', 'vaksin', 'salah', 'ganti', 'ga', 'sih', 'ntar', 'kalo', 'jalan', 'ribet', 'sertifikat', 'palsu']",nama sertifikat vaksin salah ganti tidak sih nanti kalau jalan ribet sertifikat palsu
Saya liat di tv yg mau vaksin banyak bener.. sampai kaya terjadi kerumunan.. usul aja digimana klu waktu vaksi cukup di masing2 RT atau didatangin kerumah rumah sesuai datang dari RT ke RW dst. Enak kali ya... Jadi engga takut tertular Krn kerumunan antri mau di vaksi... ??,saya liat di tv yg mau vaksin banyak bener sampai kaya terjadi kerumunan usul aja digimana klu waktu vaksi cukup di masing rt atau didatangin kerumah rumah sesuai datang dari rt ke rw dst enak kali ya jadi engga takut tertular krn kerumunan antri mau di vaksi ,saya liat di tv yg mau vaksin banyak bener sampai kaya terjadi kerumunan usul aja digimana klu waktu vaksi cukup di masing rt atau didatangin kerumah rumah sesuai datang dari rt ke rw dst enak kali ya jadi engga takut tertular krn kerumunan antri mau di vaksi ,"['saya', 'liat', 'di', 'tv', 'yg', 'mau', 'vaksin', 'banyak', 'bener', 'sampai', 'kaya', 'terjadi', 'kerumunan', 'usul', 'aja', 'digimana', 'klu', 'waktu', 'vaksi', 'cukup', 'di', 'masing', 'rt', 'atau', 'didatangin', 'kerumah', 'rumah', 'sesuai', 'datang', 'dari', 'rt', 'ke', 'rw', 'dst', 'enak', 'kali', 'ya', 'jadi', 'engga', 'takut', 'tertular', 'krn', 'kerumunan', 'antri', 'mau', 'di', 'vaksi']","['liat', 'tv', 'yg', 'vaksin', 'bener', 'kaya', 'kerumunan', 'usul', 'aja', 'digimana', 'klu', 'vaksi', 'rt', 'didatangin', 'kerumah', 'rumah', 'sesuai', 'rt', 'rw', 'dst', 'enak', 'kali', 'ya', 'engga', 'takut', 'tertular', 'krn', 'kerumunan', 'antri', 'vaksi']","['liat', 'tv', 'yg', 'vaksin', 'bener', 'kaya', 'kerumun', 'usul', 'aja', 'digimana', 'klu', 'vaksi', 'rt', 'didatangin', 'rumah', 'rumah', 'sesuai', 'rt', 'rw', 'dst', 'enak', 'kali', 'ya', 'engga', 'takut', 'tular', 'krn', 'kerumun', 'antri', 'vaksi']",lihat tv yang vaksin benar kaya kerumun usul aja bagaimana kalau vaksin rt datang rumah rumah sesuai rt rw dan terus enak kali ya tidak takut tular karena kerumun antri vaksin
Apa yang terjadi kalau kita ga ikut vaksin kedua sesuai tgl yg sudah de tentukan ?,apa yang terjadi kalau kita ga ikut vaksin kedua sesuai tgl yg sudah de tentukan ,apa yang terjadi kalau kita ga ikut vaksin kedua sesuai tgl yg sudah de tentukan ,"['apa', 'yang', 'terjadi', 'kalau', 'kita', 'ga', 'ikut', 'vaksin', 'kedua', 'sesuai', 'tgl', 'yg', 'sudah', 'de', 'tentukan']","['ga', 'vaksin', 'sesuai', 'tgl', 'yg', 'de', 'tentukan']","['ga', 'vaksin', 'sesuai', 'tgl', 'yg', 'de', 'tentu']",tidak vaksin sesuai tanggal yang di tentu
"Di Batam vaksin pertama kosong, tolong di perhatikan..karna sekarang vaksin dijadikan syarat untuk di terima kerja",di batam vaksin pertama kosong tolong di perhatikankarna sekarang vaksin dijadikan syarat untuk di terima kerja,di batam vaksin pertama kosong tolong di perhatikankarna sekarang vaksin dijadikan syarat untuk di terima kerja,"['di', 'batam', 'vaksin', 'pertama', 'kosong', 'tolong', 'di', 'perhatikankarna', 'sekarang', 'vaksin', 'dijadikan', 'syarat', 'untuk', 'di', 'terima', 'kerja']","['batam', 'vaksin', 'kosong', 'tolong', 'perhatikankarna', 'vaksin', 'dijadikan', 'syarat', 'terima', 'kerja']","['batam', 'vaksin', 'kosong', 'tolong', 'perhatikankarna', 'vaksin', 'jadi', 'syarat', 'terima', 'kerja']",batam vaksin kosong tolong perhati karena vaksin jadi syarat terima kerja
"Apalagi Kab.Cilacap khusunya kec.Majenang informasi buat lokasi vaksin ngga ada ,minim informasi padahal buat jaga jaga kalo ke jkt, ya kali vaksin harus di jkt sedang posisi di kampung halaman ??",apalagi kabcilacap khusunya kecmajenang informasi buat lokasi vaksin ngga ada minim informasi padahal buat jaga jaga kalo ke jkt ya kali vaksin harus di jkt sedang posisi di kampung halaman ,apalagi kabcilacap khusunya kecmajenang informasi buat lokasi vaksin ngga ada minim informasi padahal buat jaga jaga kalo ke jkt ya kali vaksin harus di jkt sedang posisi di kampung halaman ,"['apalagi', 'kabcilacap', 'khusunya', 'kecmajenang', 'informasi', 'buat', 'lokasi', 'vaksin', 'ngga', 'ada', 'minim', 'informasi', 'padahal', 'buat', 'jaga', 'jaga', 'kalo', 'ke', 'jkt', 'ya', 'kali', 'vaksin', 'harus', 'di', 'jkt', 'sedang', 'posisi', 'di', 'kampung', 'halaman']","['kabcilacap', 'khusunya', 'kecmajenang', 'informasi', 'lokasi', 'vaksin', 'ngga', 'minim', 'informasi', 'jaga', 'jaga', 'kalo', 'jkt', 'ya', 'kali', 'vaksin', 'jkt', 'posisi', 'kampung', 'halaman']","['kabcilacap', 'khusunya', 'kecmajenang', 'informasi', 'lokasi', 'vaksin', 'ngga', 'minim', 'informasi', 'jaga', 'jaga', 'kalo', 'jkt', 'ya', 'kali', 'vaksin', 'jkt', 'posisi', 'kampung', 'halaman']",kabupaten cilacap khusus kecamatan majenang informasi lokasi vaksin tidak minim informasi jaga jaga kalau jakarta ya kali vaksin jakarta posisi kampung halaman
"Sebaiknya untuk vaksin cukup membawa KTP, tidak perlu surat keterangan domisili atau apapun lagi. Jadi ketika ada kesempatan untuk vaksin di luar alamat KTP atau domisili tetap bisa melakukan vaksin..",sebaiknya untuk vaksin cukup membawa ktp tidak perlu surat keterangan domisili atau apapun lagi jadi ketika ada kesempatan untuk vaksin di luar alamat ktp atau domisili tetap bisa melakukan vaksin,sebaiknya untuk vaksin cukup membawa ktp tidak perlu surat keterangan domisili atau apapun lagi jadi ketika ada kesempatan untuk vaksin di luar alamat ktp atau domisili tetap bisa melakukan vaksin,"['sebaiknya', 'untuk', 'vaksin', 'cukup', 'membawa', 'ktp', 'tidak', 'perlu', 'surat', 'keterangan', 'domisili', 'atau', 'apapun', 'lagi', 'jadi', 'ketika', 'ada', 'kesempatan', 'untuk', 'vaksin', 'di', 'luar', 'alamat', 'ktp', 'atau', 'domisili', 'tetap', 'bisa', 'melakukan', 'vaksin']","['vaksin', 'membawa', 'ktp', 'surat', 'keterangan', 'domisili', 'apapun', 'kesempatan', 'vaksin', 'alamat', 'ktp', 'domisili', 'vaksin']","['vaksin', 'bawa', 'ktp', 'surat', 'terang', 'domisili', 'apa', 'sempat', 'vaksin', 'alamat', 'ktp', 'domisili', 'vaksin']",vaksin bawa ktp surat terang domisili apa sempat vaksin alamat ktp domisili vaksin
Vaksinasi kedua kenapa ditunda ya? Bukannya sdh terjadwal? Ini utk kabupaten Lawang(Malang),vaksinasi kedua kenapa ditunda ya bukannya sdh terjadwal ini utk kabupaten lawangmalang,vaksinasi kedua kenapa ditunda ya bukannya sdh terjadwal ini utk kabupaten lawangmalang,"['vaksinasi', 'kedua', 'kenapa', 'ditunda', 'ya', 'bukannya', 'sdh', 'terjadwal', 'ini', 'utk', 'kabupaten', 'lawangmalang']","['vaksinasi', 'ditunda', 'ya', 'sdh', 'terjadwal', 'utk', 'kabupaten', 'lawangmalang']","['vaksinasi', 'tunda', 'ya', 'sdh', 'jadwal', 'utk', 'kabupaten', 'lawangmalang']",vaksinasi tunda ya sudah jadwal untuk kabupaten lawangmalang
Tolong segera release vaksin nusantara untuk akhiri pandemi ini,tolong segera release vaksin nusantara untuk akhiri pandemi ini,tolong segera release vaksin nusantara untuk akhiri pandemi ini,"['tolong', 'segera', 'release', 'vaksin', 'nusantara', 'untuk', 'akhiri', 'pandemi', 'ini']","['tolong', 'release', 'vaksin', 'nusantara', 'pandemi']","['tolong', 'release', 'vaksin', 'nusantara', 'pandemi']",tolong release vaksin nusantara pandemi
"mantaapp, tetap patuhi Prokes dan lindungi diri dengan vaksin ??",mantaapp tetap patuhi prokes dan lindungi diri dengan vaksin ,mantaapp tetap patuhi prokes dan lindungi diri dengan vaksin ,"['mantaapp', 'tetap', 'patuhi', 'prokes', 'dan', 'lindungi', 'diri', 'dengan', 'vaksin']","['mantaapp', 'patuhi', 'prokes', 'lindungi', 'vaksin']","['mantaapp', 'patuh', 'prokes', 'lindung', 'vaksin']",mantap patuh protokol sehat lindung vaksin
Kalo yg di daerahnya banyak pabrik agak lumayan Min...dapat jatah kuota vaksin jg walopun bertahap.,kalo yg di daerahnya banyak pabrik agak lumayan mindapat jatah kuota vaksin jg walopun bertahap,kalo yg di daerahnya banyak pabrik agak lumayan mindapat jatah kuota vaksin jg walopun bertahap,"['kalo', 'yg', 'di', 'daerahnya', 'banyak', 'pabrik', 'agak', 'lumayan', 'mindapat', 'jatah', 'kuota', 'vaksin', 'jg', 'walopun', 'bertahap']","['kalo', 'yg', 'daerahnya', 'pabrik', 'lumayan', 'mindapat', 'jatah', 'kuota', 'vaksin', 'jg', 'walopun', 'bertahap']","['kalo', 'yg', 'daerah', 'pabrik', 'lumayan', 'mindapat', 'jatah', 'kuota', 'vaksin', 'jg', 'walopun', 'tahap']",kalau yang daerah pabrik lumayan admin dapat jatah kuota vaksin juga walau tahap
Wil cikarang selatan untk ktp luar apakah bsa vaksin,wil cikarang selatan untk ktp luar apakah bsa vaksin,wil cikarang selatan untk ktp luar apakah bsa vaksin,"['wil', 'cikarang', 'selatan', 'untk', 'ktp', 'luar', 'apakah', 'bsa', 'vaksin']","['wil', 'cikarang', 'selatan', 'untk', 'ktp', 'bsa', 'vaksin']","['wil', 'cikarang', 'selatan', 'untk', 'ktp', 'bsa', 'vaksin']",wilayah cikarang selatan untuk ktp bisa vaksin
Kapan ada jadual vaksin di Muara Enim ya pak ? Tolong dong informasi nya,kapan ada jadual vaksin di muara enim ya pak tolong dong informasi nya,kapan ada jadual vaksin di muara enim ya pak tolong dong informasi nya,"['kapan', 'ada', 'jadual', 'vaksin', 'di', 'muara', 'enim', 'ya', 'pak', 'tolong', 'dong', 'informasi', 'nya']","['jadual', 'vaksin', 'muara', 'enim', 'ya', 'tolong', 'informasi', 'nya']","['jadual', 'vaksin', 'muara', 'enim', 'ya', 'tolong', 'informasi', 'nya']",jadwal vaksin muara enim ya tolong informasi nya
Pak/bu tolong vaksin nya lebih merata..saya di balikpapan (yg merupakan kota besar di kaltim) belum mendapatkan vaksin..susah mecari..padahal butuh untuk mobilitas menggunakan pesawat..,pakbu tolong vaksin nya lebih meratasaya di balikpapan yg merupakan kota besar di kaltim belum mendapatkan vaksinsusah mecaripadahal butuh untuk mobilitas menggunakan pesawat,pakbu tolong vaksin nya lebih meratasaya di balikpapan yg merupakan kota besar di kaltim belum mendapatkan vaksinsusah mecaripadahal butuh untuk mobilitas menggunakan pesawat,"['pakbu', 'tolong', 'vaksin', 'nya', 'lebih', 'meratasaya', 'di', 'balikpapan', 'yg', 'merupakan', 'kota', 'besar', 'di', 'kaltim', 'belum', 'mendapatkan', 'vaksinsusah', 'mecaripadahal', 'butuh', 'untuk', 'mobilitas', 'menggunakan', 'pesawat']","['pakbu', 'tolong', 'vaksin', 'nya', 'meratasaya', 'balikpapan', 'yg', 'kota', 'kaltim', 'vaksinsusah', 'mecaripadahal', 'butuh', 'mobilitas', 'pesawat']","['pakbu', 'tolong', 'vaksin', 'nya', 'meratasaya', 'balikpapan', 'yg', 'kota', 'kaltim', 'vaksinsusah', 'mecaripadahal', 'butuh', 'mobilitas', 'pesawat']",bapak ibu tolong vaksin nya rata saya balikpapan yang kota kaltim vaksin susah cari padahal butuh mobilitas pesawat
"@kemenkes_ri : apa benar setelah vaksin , hasil antigen dan pcr akan menjadi positif? Tolong tanggapan nya", apa benar setelah vaksin hasil antigen dan pcr akan menjadi positif tolong tanggapan nya, apa benar setelah vaksin hasil antigen dan pcr akan menjadi positif tolong tanggapan nya,"['apa', 'benar', 'setelah', 'vaksin', 'hasil', 'antigen', 'dan', 'pcr', 'akan', 'menjadi', 'positif', 'tolong', 'tanggapan', 'nya']","['vaksin', 'hasil', 'antigen', 'pcr', 'positif', 'tolong', 'tanggapan', 'nya']","['vaksin', 'hasil', 'antigen', 'pcr', 'positif', 'tolong', 'tanggap', 'nya']",vaksin hasil antigen pcr positif tolong tanggap nya
"Saya sebelumnya sudah daftar vaksin tp disruh tunda karna suami +, setelah -, saya mau dftar vaksin tp kuota terbatas hanya 20org per RW dan sudah full, dan itu ggak ada sosialisai/info dr RT/RW setempat, harus inisiatif sendiri tanya lgsung ke pihak puskesmas??",saya sebelumnya sudah daftar vaksin tp disruh tunda karna suami setelah saya mau dftar vaksin tp kuota terbatas hanya org per rw dan sudah full dan itu ggak ada sosialisaiinfo dr rtrw setempat harus inisiatif sendiri tanya lgsung ke pihak puskesmas,saya sebelumnya sudah daftar vaksin tp disruh tunda karna suami setelah saya mau dftar vaksin tp kuota terbatas hanya org per rw dan sudah full dan itu ggak ada sosialisaiinfo dr rtrw setempat harus inisiatif sendiri tanya lgsung ke pihak puskesmas,"['saya', 'sebelumnya', 'sudah', 'daftar', 'vaksin', 'tp', 'disruh', 'tunda', 'karna', 'suami', 'setelah', 'saya', 'mau', 'dftar', 'vaksin', 'tp', 'kuota', 'terbatas', 'hanya', 'org', 'per', 'rw', 'dan', 'sudah', 'full', 'dan', 'itu', 'ggak', 'ada', 'sosialisaiinfo', 'dr', 'rtrw', 'setempat', 'harus', 'inisiatif', 'sendiri', 'tanya', 'lgsung', 'ke', 'pihak', 'puskesmas']","['daftar', 'vaksin', 'tp', 'disruh', 'tunda', 'karna', 'suami', 'dftar', 'vaksin', 'tp', 'kuota', 'terbatas', 'org', 'rw', 'full', 'ggak', 'sosialisaiinfo', 'dr', 'rtrw', 'inisiatif', 'lgsung', 'puskesmas']","['daftar', 'vaksin', 'tp', 'disruh', 'tunda', 'karna', 'suami', 'dftar', 'vaksin', 'tp', 'kuota', 'batas', 'org', 'rw', 'full', 'ggak', 'sosialisaiinfo', 'dr', 'rtrw', 'inisiatif', 'lgsung', 'puskesmas']",daftar vaksin tapi suruh tunda karena suami daftar vaksin tapi kuota batas orang rw penuh tidak sosialisasi info dari rt rw inisiatif langsung puskesmas
