Username,Komentar,Label
mannakitchen_,"Saya jelang 50, tinggal di Karanganyar jateng, sulitnya memperoleh vaksin covid ...... berkali-kali mau daftar selalu kehabisan. Tiap hari mencari2 dari Web atau aplikasi bahkan telp bbrp klinik untuk beli, hasilnya tetep niiil, tdk ada ..... dari puskesmas sendiri katanya baru untuk 57 th ke atas. Rasanya putus asa karena anak, ortu, kakak, adik, kerabat dan  tetangga  kerabat terpapar covid.  Terlebih 2 sepipu juga meninggal karena covid belum lama ini. Saya sendiri pernah terpapar covid 8 bulan yllu, yg artinya anti bodi sdh sangat tipis...... Benarkah yg digambar gemboorkan pemerintah klo 1 juta vaksin tiap hari? Lalu di mana saya mendapatkannya?",Netral
sherin.lubis,Vaksin pertama disuruh cepat cepat giliran mau vaksin kedua ga jelas kapan waktunya,Positif
kaoskauspku,Min. Untuk ibu hamil kapan ya program vaksinya. dari dokter Spog rekomendasi tpi saat datang ke lokasi vaksin disuruh nunda.,Positif
lidyaelizafaldri,"Ini masalahnya bukan gak mau f vaksinasi, tp.ud berkali2 datang ke puskesmas. Bilangnya blum ada, habis dan entah kpn ada lagi",Positif
nyyaaaaaaaaaay_,"Permisiii @kemenkes_ri  Saya udah 4 minggu yang lalu dapat vaksin dosis  pertama. Tapi belum dapat yang ke 2, Katanya masih kosong. Nggk apa-apa  ini lewat dari jadwal seharusnya? @kemenkes_ri",Positif
yuliuszz,@nona_jalan_jalan Tgl berapa vaksin yg pertamanya sis?,Netral
nickholas_songolastelutelu,"Numpang tanya... Saya jadwal ke 2 vaksin di istora senayan besok pagi... apakah ada pelayanan/ buka????? takutnya jauh2 dari cikarang, pas nyampe sana tutup karna ppkm??",Netral
garanghosimoyo,Min....benerin aplikasi peduli lindungi dong....sertifikat vaksin kok lama tdk dikirim kirim.....,Netral
syariefryan,"Saya sdh vaksin ke 1 tgl 1juli eeeh sampe skrg blm dpt sertifikat, pdhl tgl 7 agustus udah mau vaksin yg ke 2. Gimana nih @kemenkes_ri, liat berkali kali di web @pedulilindungi.id udah, tlp ke 119 juga udah",Positif
zihan17_,Informasi nya dong Klo mau vaksin astrazenica dimna ya.? Soalnya suami saya vaksin dosis pertama nya astrazenica.. ini lgi mau vaksin dosis kedua tpi susah nyari vaksin astrazenica.. tolong yg tau informasi nya dong ????????????????,Positif
ikhsan__nr,"YAIYALAH MELONJAK BISA AJA KARNA KLASTER VAKSINASI. VAKSIN AJA GA MEMPERHATIKAN PROTOKOL KESEHATAN. DESAK""AN DAN GAADA JAGA JARAK SAMA SEKALI",Negatif
yuliuszz,@nona_jalan_jalan Kamu udh vaksin utk yg pertama sis?,Positif
sukron_nailil_huda_,@kemenkes_ri  vaksin di NTB 1 Mingguan habis.... Teman2 saya ini gak bisa terbang ...tolong sat set ... Bat bet... @hari_comdev @zuhrialhamid,Netral
friedert_,Vaksin vaksin... Vaksinnya aja ga ada apanya yang vaksin ?,Negatif
win__swas,Mau tanyak dong kalau udh di vaksin di Malaysia balik nanti di vaksin lagi gk iya di indo,Positif
rzkjyd17,Solusi vaksin untuk pengidap tryphanophobia pak!!!......,Netral
setarini69,oh ya untuk vaksin Az dosia ke2 lpn jafwalnnya? karna tgl 10 agistus. nehh,Netral
ayahwa,Setelah di vaksin.. Hari kedua bacanya saya panas. Saya msih berpikir ini efect vaksin.. Tapi seterusnya.. Panas.. Sampai 3 hari.. Kemudian trun panas... Lanjut pnas lagi. Setlh dicek say positive covid... Sampai 27 hari.. Saya baru negative.... Ada nyesesalnya saya di vaksin..... No tlp yg dikasih buat konsultasi tdk bisa dihubungin.... Tolong ke menkes ngasih informasi yg mendidik buat rakyat...,Negatif
yuliuszz,@nona_jalan_jalan Iya malahan katanya vaksin baru efektif jika diberikan sesuai dengan waktunya. kayak sinovac 28 hari dari vaksin pertamanya lewat dari itu jadinya ga efektif,Netral
yuliuszz,@arigensetiti Nyimak katanya vaksin sinovac mesti diberikan 28 hari sesuai dosis di vaksin pertama? nah kalau lewat gimana tuh katanya ga efektif??,Netral
ddewi__,"Kadang sekarang tu mau divaksin buat alasan urusan kepentingan saja trus kalau terjadi sesuatu nyalahin vaksin nya. Niat di awal aja udah nggk bagus apalgi ada efek nya, namanya juga kita kan vaksin buat memperkuat dan memperingan kemungkinan bukan dikatakan vaksin nggk bakal kena.??",Negatif
aisyahswasti,Saya baru negatif covid sebulan yg lalu boleh gak saya vaksin. Kalau tidak boleh alasan kesehatannya apa? Sekarang smua kegiatan publik mensyaratkan harus sdh vaksin.,Netral
maezone,"Mau vaksin 1, tapi vaksinnya habis gimana dong,? *Palembang",Positif
yudin_27_,Saya januari kna covid belum vaksin sampai sekarang ramhadhan terpapar lagi bbrpa doang langsung negatif.  Tp saran saya kalau punya penyakit bawaan atau kondisi kurang fit/punya penyakit bawaan jgn vaksin dulu konsulkan ke dokter yg anda kenal. Soalnya di tmpt saya suamiistri meninggal setelah vaksin orgnya setahu saya orgnya komorbid. Pulang vaksin malamnya demam persis demamnya org kna covid. Kalau saran saya siapkan saja obat oseltamivir/fluvir/tamiflu atau qust hindi (opsi paling murah) untuk jaga2. Jika flu di sertai batuk kering terasa nyeri kalau bernafas dan sangat mudah lelah. Minum qust hindi soalnya saya yg terpapar pas ramadhan gejala awal batuk pilek + radang 2hr pas buka minum obat pilek sama antibiotik malah hilang penciuman. Tengah malam Langsung minum qust hindi sama pas  sahur dan alhamdulillah sudah terasa enakan pas pagi tubuh terasa mulai normal  siangnya dan saya swab alhamdulillah hasilnya negatif. Kemungkinan cepat negatif krn belum parah dan sudah pernah kna covid sebelumnya. ??,Netral
ns_niela,Info vaksin didepok dong min,Positif
wandi_slebor,"Kenapa susah sekali menelpon ke 119 untuk masalah vaksin, apakah 119 memang sudah ditutup, masa ditelp berhari2, dicoba pagi siang sore malam juga tdk bisa tersambung.. Klu memang layanannya sudah ditutup, diumumkan saja",Negatif
muhammadalkhoarizmi,"Minnnn,, tolong distribusi vaksin di benerin dulu baru buat aturN ini itu yg mewajibkan vaksin... Stock vaksin aja masih kosong dijadikan syarat ini ituu",Negatif
amikology,"Selamat sore Bapak/Ibu @kemenkes_ri mohon penjelasan dan informasi bagaimana solusinya atas kekeliruan data peserta vaksin. Di daerah saya banyak sekali peserta vaksin yang data NIK nya sudah terpakai atau teregistrasi tapi atas nama orang lain, bukan atas nama yang bersangkutan, sehingga yang bersangkutan tidak bisa menerima kartu bukti vaksinasi, pertanyaan saya, jika ingin mengajukan proses pengubahan data bagaimana caranya? Terimakasih",Netral
chris22ln,"susah vaksin udh daftar online ga dpt"" .. bingung..",Negatif
amalmudapohan,"Saya bukannya gak mau vaksin, tapi vaksin untuk DOSIS 1 gak ada, semua tempat yang saya datangin cuma mempunyai vaksin DOSIS 2, diman2 teriak ayo Vaksin, Vaksin nya mana ?",Negatif
rafkhazidan,Saya dan suami ikut vaksin tp alhamdulillah tdk ada gejala2 sprt yg dirasakan  org2.. Yg ada malah nafsu makan sy bertambah.. Pdhl awalnya sy tkut vaksin tkut klo hbs vaksin mlh jd drop tp alhamdulillah sy dn suami sehat2 sj.. Terimakasih yaa Allah msh diberi kesehatan.. Semoga org2 yg hbs vaksin sllu diberi kesehatan amin...,Positif
m.rum_surveyor,Mau vaksin cuma stoknya masih kosong.,Negatif
zzvovii,"Dri tggl 26  juli sampe 1 Agustus nyari vaksin di bekasi barat susah ada tapi kuota full.eh ada vaksin gerakan nasional partisipan dri Jokowi di Bekasi Utara udah chat daftar di tanya dri mana ""dri bekasi barat"" ""ngga bisa mba kejauhan ngga bisa "" katanya buat umum  tpi gitu dah lah ngga usah vaskin ????",Negatif
yusril__07,"Apakah kmna"" persyaratan nya harus wajib vaksin kalo ngurus apa""?????",Netral
istana_lemon,"Alhamdulillah saya gak percaya hoax yang beredar, saya sempet kena covid tapi karena udah vaksin, saya sama sekali gak bergejala untungnya saya swab PCr jadi tau dan isoman ?? #ayovaksinayosehat",Positif
des.dharrio,Saya sudah vaksin ke 2 tgl 23 juli . Sampai hari ini sertifikat vaksin belum ada juga dan ga dpt sms. Gimana ya?,Positif
fransiska.triedewi,"Dikabupaten Pati stok habis, nunggunya berapa lama....vaksin 1 tgl 3 juni harusnya bln juli eh karena ada keperluan gak bisa kikutbyg ke 2 dan sekarang stok habis, gimana nih....",Negatif
fransiska.triedewi,Aku menunggu vaksin ke 2 nih....,Positif
setiawati.lani,"Min, kalo ada vaksin 2 Sinovac di Gelora Surabaya, kabari yaaa...",Positif
703hendra,"Gembar gembor suruh rakyat vaksin , tapi pendistribusian vaksin dan ketersediaan dosis masih kesulitan , kita pejuang pencari vaksin juga bisa nyerah kalao 2 atau  3 x pergi tapi selalu habis  nunggu lagi 3hari, hadeh",Negatif
rayin8,Kapan vaksin Pfizer atau Moderma bisa digunakan ? Mohon infonya,Positif
sri_lagi_bingung,"@nona_jalan_jalan sama, saya juga jadwal vaksin tgL 6 Agustus ini yg tahap 1. Tp diinfo stock vaksin kosong. Saya ga masalah mau Sinovac atau Aztra, yg penting vaksin dan saya dpt sertifikat vaksin dan bs kerja/terbang. Skrg solusinya ga da. Disuruh nunggu ajja. Link utk daftar vaksin dimana mana full. Bingung jadinya, mau kerja jd terhalang surat vaksin.",Negatif
sri_lagi_bingung,"@arigensetiti sama, saya juga harusnya jadwal vaksin tahap 1 tgL 6 Agustus ini to diinfokan stock vaksin tahap 1 kosong. Jd diundur. Solusinya gmn ni ya.",Negatif
achmad_arif007,"Berikan edukasi kemasyarakat tentang vaksin,,ga semua orng sempat baca ol atau digital,,cara kerja vaksin,,badan yg gimana yg boleh sama tidak untuk di vaksin,,biar mereka yakin dan ga ada korban lagi,,",Positif
glove.jkt,Mau daftar vaksin nusantara caranya gimana? @kemenkes_ri,Positif
royals_din,"Abis di vaksin emang ada efek samping kek pusing, meriang, tp sehari lgsg mendingan",Negatif
kliniksalveo,Yuk divaksin! ????,Positif
roni_hariyadi13,@kemenkes_ri  saya udah vaksin pertama udah 1 minggu ko belum bisa cek sertifikat vaksin nya,Positif
1stelora,Tapi yg meninggal krn covid padahal sudah vaksin itu gimana pak @kemenkes_ri ? Betul ada yg seperti itu? Jadi parno ini,Negatif
angga.shed,"Ada statemen baru dari kemenkes di prfm News, bahwa vaksin ketiga (booster) hanya untuk nakes? Apa itu betul? Masalahnya dari informasi baru2 ini, vaksin kedua kan membuat imun drop dan harus di vaksin yang ketiga, kalo vaksin booster hanya untuk nakes gimana nasib yang sudah vaksin kedua menjalani hidup dengan imun yang lemah?",Positif
bl3kmping_,"Mau tanya dong, kalo kartu status pemberian imunisasi vaksin hilang apa masih bisa vaksin ya ? Btw saya udh vaksin pertama.",Positif
ai_19syah,Saya mau vaksin tpi selalu ga dpt dan kehabisan stok selalu kosong gimana dong,Negatif
agbp4444,Saya pengin daftar vaksin di area pirbalingga dimana yah? Susah amat dapet vaksin?,Negatif
jackhanggara,"Saya kemarin vaksin astra, makin hari malah ada gejala jadi Titan Eren",Negatif
sylvanimargareta,Vaksin dosis 2 sinovac mana min?surabaya keabisan. Trus kalo lebih dari 10hr gimana dong?kan efeknya tambah turun..pendistribusiannya gimana toh kok bisa sampe abis??,Netral
tikafinn,"Tlong vaksinnya setiap hari diadakan di puskesmas/faskes2 dong, dan gausa sesuai domisili ktp. Jadi biar yg pengen vaksin itu langsung aja datang ke puskesmas/faskes yg dekat dan ga antre² lama.. terus biar gausa nunggu² diadakan acara vaksin.",Positif
iuss_77,Faktanya bnyak yang gak kebagian jatah vaksin.,Netral
revolutic.biospray,"Vaksinasi memang tidak menyebabkan covid, tapi KERUMUNAN SAAT ANTRE VAKSIN yang menyebabkan penularan covid. Sebaiknya pemerintah bisa menyelenggarakan vaksinasi yang lebih aman & teratur ??????",Negatif
yosepinekusumarini,"Vaksin ke 2 blm bs, karena stok kosong. Mau vaksin di tempat lain jg ga bs, vaksin ke 1 beda tempat",Negatif
pahleviaditya19,"Saya mau divaksin dong, tapi vaksin nusantara maunya",Positif
kebuli_ummu_ibrahim,Min ibu hamil katanya uda bisa vaksin tp kenapa pas dilapangan banyak yg nolak vaksin ibu hamil . ??,Netral
ddyhwn,Maaf untuk barcode sertifikat vaksin itu harus pake scaner khusus atau bisa scaner bawaan dr hp? Soalnya kok saya coba scan yang keluar hanya kode2 yang tidak bisa diapa2in. Atau sebenarnya barcode ini hanya sekedar accessories untuk sertifikat terlihat keren aja??tanpa ada kegunaannya.,Netral
arkadia.narendra,"Susah banget mau vaksin kedua, stok terbatas, harus berebut...",Negatif
ekayuliantibe,"Mau tanya dong, kalo udah vaksin ke dua lalu mau cetak sertifikat vaksin tapi didata belum ada riwayat vaksin itu bagaimana ya ngurusnya. Terimakasih",Netral
lisa_ica02,"Ada yg tau ga ya, gimana caranya mundurin jadwal vaksin ke 2 karna skg saya malah terpapar?saya coba hubungin klinik yg memberikan vaksin ke 1 tapi ga diangkat2 telpnya..??????",Netral
yusbong967,"Saya sdh vaksin pertama tapi hari ini seharusnya Vaksin ke 2 tapi vaksinya kosong dimana mana, kira kira ada efeknya ngak klau terlambat vaksin ke 2 ?",Positif
darmawaty__yong,Vaksin ke2 habis dimana2. Gimana mau minta masyarakat untuk vaksin??,Negatif
yandri_intansakti,"Saya gak percaya vaksin .gak percaya covid .. trs jadi masalah dak sekiranya .sebab itu semua bhgan .rekayasa ,dan hanya bersifat menghancurkan .dan sudah muak dengan perbincangan covid .vaksin ,isoman",Negatif
viarthenna,"Di palembang susah banget dapet vaksin dosis 1, daftar online penuh trus ke puskes jg habis trus, hr ini suami saya jg di tolak untuk vaksin ke-2 alasan nya habis dan gak tau kapan dtg lg di puskes rujukan vaksin ke-1 dan mereka bilang ENTAH KAPAN ada lg, org udah mau vaksin tp begitu dtg dr subuh ke puskes tau2 udah habis .. tlg di perbanyak vaksin masal nya , biar gak berkerumun jg",Negatif
ir_rifaii,Saya positif setelah 3 hari vaksin dosis 1...,Negatif
dimasam_,"Selamat pagi,salam hormat..saya mau bertanya istri saya mau di vaksin tapi NIK nya dipakai oleh orang lain, bagaimana ya? Bisa dibantu?",Positif
nanikumayati,justru sekarang kebanyakan setelah vaksin malah positif????,Negatif
in.cheklabiah,"hallo min maaf mau tanyaa, kalo vaksin tapi pas cek di peduli libdung belum ada barcode nya gmnaa yaa? padaha mau cetak karttu yg ada barcodenyaa",Netral
nata_sui,"Bapak kemenkes RI, kalo udah disuntik Vaksin 2x tap aku gagal jadi Titan, trus pen suntik vaksin yang ke 3x bisa ga yah? pen jadi titan soalnya trus menguasai dunia.. hehehe..~",Negatif
evina_dilia,"@kemenkes_ri ,tolong donk distribusi vaksin di bangka belitung bisa dipercepat.masyarakat disini udah nunggu lama loh karna kekosongan stok. Banyak jadwal vaksin kedua yg harus ditunda juga.  Pemerintah menghimbau masyarakatnya utk segera vaksin, tapi kalo stok vaksinnya kosong terus gimana? Mohon bisa segera ditindaklanjuti ya pak ????",Negatif
heny2220,Vaksin sinovac ke 1 sudah dapat....lanjut yg ke 2 entahlah....gk ada kabar lagi....??,Positif
emmadj26,Info vaksin gratis di Yogyakarta dong ??,Positif
ami_maharani,Hotlinenya gak bisa. Saya mau tanya sertifikat vaksin ibu saya nih.,Negatif
disalkhalifa,"Halo admin, sertifikat vaksin dosis pertama saya belum saya terima dan tidak tersedia di website maupun dalam aplikasi peduli lindungi. saya sudah mencoba menghubungi call center tp selalu sibuk. sayapun telah mengirimkan laporan dan permintaannya melalui email. mohon bantuannya untuk ditindak lanjuti permintaan saya. terima kasih",Netral
ahalomoansimanjuntak,"Pak menkes dan jajaranya, gimana dengan target di bulan juli 1 juta vaksin per hari dan agustus 2 juta vaksin perhari?, lihat di story kemenkes peningkatannya dsedikit sekali, apakah ada masalah di sistem atau teknisnya?,6 bagaimana kita mau meningkatkan herd immunity nya?, common pak, negara kita banyak orang pintar2, masa mandek lagi targetnya, jgn2 bapak dipintarin sama orang pintar di jajaran bapak dengan gaya bahasa yang politis?",Negatif
rahmadiny76,Kehabisan vaksin min?? gmn maj vaksin tahap dua huhuu,Negatif
el_syahbud,Sama kayak saya. 5 hati lalu vaksin. Sekarang demam parah tulang sakit dan loyo. Vaksin seperti nya simalakama. Apalagi sinovac.,Negatif
shintanpmp,Alhamdulillah saya udah di vaksin 2x. Pas saya kena covid gejalanya ringan cuman batuk doank. Makasih vaksin dan vaksin itu WAJIB. Salam sehat,Positif
asusilo,"Teman saya setelah di vaksin 1minggu masuk k IGD....kena COVID, ....sesak napas,...sampai pasang infus k paru paru......parah....akhir nya meninggal,....so jadi kabar yg real nya gmana",Negatif
maria_arlita,"Utk jawa timur,wilayah gresik.Kpn ya vaksinnya masuk lg.Krn yg dpt vaksin cm sedikit,trs sygnya utk wilayah gresik yg ber KTP luar gresik tdk d trm utk ikut d vaksin sx pun ada surat domisili g berlaku..Kasian buat pendatang yg k betulan tggl entah krn menetap ato kerja d gresik.",Netral
nuansadekorjakarta,"Yang meninggal setelah di vaksin ada datanya? Di USA, ada intansi yang memghitung data meninggal setelah di vaksin. Smg tidak di bully, amin..",Negatif
vincentius_eric,"Vaksinnya memang ga bikin positif covid19, tapi pelaksanaan vaksinasi massal yang kurang/tidak terkendali juga bisa jd salah satu tempat penularan.",Negatif
dinamsiyanti,"Gimana mau vaksin, udah vaksin ke 2 aja datang sesuai jadwal kehabisan mulu ??",Positif
muhzuhdishofwan1,Mau vaksin kok gk ada ya stocknya ? KTP luar jogja juga sulit banget.,Positif
muhammad.kamali.1,UNTUK MENDAPATKAN VAKSIN SUSAH BANGET... SUDAH KTP PINDAH DOMISILI ... GIMANA CARANYA DAPAT VAKSIN ???????,Negatif
iwan_sst,Min apa boleh vaksin 1 di tempat lain vaksin 2 ditempat lain juga??,Netral
samuel_eko_krishardiyanto,Saya blm di vaksin dan puji Tuhan sampe hari ini masih baik baik & sehat sehat aja ?? yg penting mindset selalu positif,Negatif
ingdin_ingdin,"Keluarga sy tidak di data RT atau RW, yg lain udah vaksin keluarga saya enggak.. gmn itu min,,??",Netral
linasanwari2021,"Pernah terkena covid 19,terus mau sekali d vaksin, ehh galau liat org komen pd ngeri2 dsni , ktnya setlah vaksin bnyk yg trpapar bhkan mninggal, ngebayangin dlu kena covid 19,gmna rasanya, trs d sni org2 pd banding2 merk Vaksin A dn B, yg jdi galau lg, trs tau bahwa vaksin isinya covid yg d lemahkan, aduhh gustii galaauuu, kudu vaksin ulah, kalo mau vaksin kan ngantri, ga bisa gtu door to door",Negatif
rutanfotocopy,"mohon info nya...saya sudah vaksin dosis pertama tgl 13 juli ,tapi sertifikat blum muncul , sms juga blum ada sampai sekarang ,sudah cek di pedulilindungi juga blum muncul, ada saran harus bagai mana ???",Positif
alam_lingsar_pondok_wisata,"Banyak masyarakat mengeluh krna persediaan Vaksin dosis pertama kosong sedangkan peraturan di buat ribet...Lebih Baek Vaksin Nusantara di percepat,sudah banyak pejabat dan Mentri pke Vaksin Nusantara dan aman..",Negatif
putra.amp.549,"Tapi ada kabarnya di tv kalau stelah vaksin meninggal, itu bagaimana ceritanya .. apa hoax atau gimana ?? Tolong jelaskan secara detail",Negatif
lelen_nurlaila,"Saya 65thn sudah vaksin sinovac 2x terakhir maret, sampai saat ini masih sehat wal'afiat. Apakah setelah 6 bln, sept.  perlu booster? Untuk lansia apakah ada, setelah nakes? Saya mau..bgmn..",Positif
ibe_212,Sering liat kalo ada program vaksinasi terjadi kerumunan dan tanpa jaga jarak,Negatif
